date,result,fighter,fighter2,division,stance,stance2,method,total_comp_time,round,time,knockdowns,sub_attempts,reversals,control,takedowns_landed,takedowns_attempts,sig_strikes_landed,sig_strikes_attempts,total_strikes_landed,total_strikes_attempts,head_strikes_landed,head_strikes_attempts,body_strikes_landed,body_strikes_attempts,leg_strikes_landed,leg_strikes_attempts,distance_strikes_landed,distance_strikes_attempts,clinch_strikes_landed,clinch_strikes_attempts,ground_strikes_landed,ground_strikes_attempts,takedowns_accuracy,sig_strikes_accuracy,total_strikes_accuracy,head_strikes_accuracy,body_strikes_accuracy,leg_strikes_accuracy,distance_strikes_accuracy,clinch_strikes_accuracy,ground_strikes_accuracy,takedowns_def,sig_strikes_def,total_strikes_def,sub_attempts_per_min,takedowns_landed_per_min,takedowns_attempts_per_min,sig_strikes_landed_per_min,sig_strikes_attempts_per_min,total_strikes_landed_per_min,total_strikes_attempts_per_min,head_strikes_landed_per_min,head_strikes_attempts_per_min,body_strikes_landed_per_min,body_strikes_attempts_per_min,leg_strikes_landed_per_min,leg_strikes_attempts_per_min,distance_strikes_landed_per_min,distance_strikes_attempts_per_min,clinch_strikes_landed_per_min,clinch_strikes_attempts_per_min,ground_strikes_landed_per_min,ground_strikes_attempts_per_min,stance2,knockdowns2,sub_attempts2,reversals2,control2,takedowns_landed2,takedowns_attempts2,sig_strikes_landed2,sig_strikes_attempts2,total_strikes_landed2,total_strikes_attempts2,head_strikes_landed2,head_strikes_attempts2,body_strikes_landed2,body_strikes_attempts2,leg_strikes_landed2,leg_strikes_attempts2,distance_strikes_landed2,distance_strikes_attempts2,clinch_strikes_landed2,clinch_strikes_attempts2,ground_strikes_landed2,ground_strikes_attempts2,takedowns_accuracy2,total_strikes_accuracy2,sig_strikes_accuracy2,head_strikes_accuracy2,body_strikes_accuracy2,leg_strikes_accuracy2,distance_strikes_accuracy2,clinch_strikes_accuracy2,ground_strikes_accuracy2,takedowns_def2,sig_strikes_def2,total_strikes_def2,sub_attempts_per_min2,takedowns_landed_per_min2,takedowns_attempts_per_min2,sig_strikes_landed_per_min2,sig_strikes_attempts_per_min2,total_strikes_landed_per_min2,total_strikes_attempts_per_min2,head_strikes_landed_per_min2,head_strikes_attempts_per_min2,body_strikes_landed_per_min2,body_strikes_attempts_per_min2,leg_strikes_landed_per_min2,leg_strikes_attempts_per_min2,distance_strikes_landed_per_min2,distance_strikes_attempts_per_min2,clinch_strikes_landed_per_min2,clinch_strikes_attempts_per_min2,ground_strikes_landed_per_min2,ground_strikes_attempts_per_min2,year,FOTN,gender
11/18/2017,1,Frank Camacho,Damien Brown,Lightweight,Orthodox,Orthodox,S-DEC,900,3,5:00,0,0,1,138,1,5,154,299,212,360,137,277,17,22,0,0,130,271,23,27,1,1,20,51.50501672,58.88888889,49.45848375,77.27272727,0,47.9704797,85.18518519,100,71.42857143,58.56573705,56.27376426,0,0.066666667,0.333333333,10.26666667,19.93333333,14.13333333,24,9.133333333,18.46666667,1.133333333,1.466666667,0,0,8.666666667,18.06666667,1.533333333,1.8,0.066666667,0.066666667,Orthodox,0,1,0,132,2,2,104,251,115,263,72,213,19,25,13,13,99,244,4,6,1,1,28.57142857,43.72623574,41.43426295,33.8028169,76,100,40.57377049,66.66666667,100,80,48.49498328,41.11111111,0.066666667,0.133333333,0.466666667,6.933333333,16.73333333,7.666666667,17.53333333,4.8,14.2,1.266666667,1.666666667,0.866666667,0.866666667,6.6,16.26666667,6.6,0.4,0.066666667,0.066666667,2017,Yes,Men
11/18/2017,1,Tai Tuivasa,Rashad Coulter,Heavyweight,Southpaw,Orthodox,KO/TKO,275,1,4:35,1,0,0,74,0,2,22,36,22,36,16,29,3,4,3,3,14,25,6,9,2,2,0,61.11111111,61.11111111,55.17241379,75,100,56,66.66666667,100,100,47.36842105,32.14285714,0,0,0.436363636,4.8,7.854545455,4.8,7.854545455,3.490909091,6.327272727,0.654545455,0.872727273,0.654545455,0.654545455,3.054545455,5.454545455,1.309090909,1.963636364,0.436363636,0.436363636,Orthodox,0,0,0,38,0,0,10,19,19,28,2,11,7,7,1,1,3,10,7,7,0,2,0,67.85714286,52.63157895,18.18181818,100,100,30,100,0,100,38.88888889,38.88888889,0,0,0.436363636,2.181818182,4.145454545,4.145454545,6.109090909,0.436363636,2.4,1.527272727,1.527272727,0.218181818,0.218181818,0.654545455,2.181818182,0.654545455,1.527272727,0,0.436363636,2017,No,Men
11/18/2017,1,Nik Lentz,Will Brooks,Lightweight,Orthodox,Orthodox,SUB,425,2,2:05,0,1,1,46,0,2,34,82,40,88,15,58,7,9,12,15,25,71,9,11,0,0,0,41.46341463,45.45454545,25.86206897,77.77777778,80,35.21126761,81.81818182,0,50,37.17948718,37.17948718,0.141176471,0,0.282352941,4.8,11.57647059,5.647058824,12.42352941,2.117647059,8.188235294,0.988235294,1.270588235,1.694117647,2.117647059,3.529411765,10.02352941,1.270588235,1.552941176,0,0,Orthodox,0,1,0,45,2,2,49,78,49,78,42,70,2,2,5,6,42,70,7,8,0,0,50,62.82051282,62.82051282,60,100,83.33333333,60,87.5,0,100,58.53658537,54.54545455,0.141176471,0.282352941,0.564705882,6.917647059,11.01176471,6.917647059,11.01176471,5.929411765,9.882352941,0.282352941,0.282352941,0.705882353,0.847058824,5.929411765,9.882352941,5.929411765,1.129411765,0,0,2017,No,Men
11/18/2017,1,Ryan Benoit,Ashkan Mokhtarian,Flyweight,Orthodox,Southpaw,KO/TKO,758,3,2:38,1,0,0,2,0,1,45,93,47,95,40,86,4,6,1,1,40,87,1,2,4,4,0,48.38709677,49.47368421,46.51162791,66.66666667,100,45.97701149,50,100,100,58.41584158,57.84313725,0,0,0.079155673,3.562005277,7.361477573,3.720316623,7.519788918,3.166226913,6.807387863,0.316622691,0.474934037,0.079155673,0.079155673,3.166226913,6.886543536,0.079155673,0.158311346,0.316622691,0.316622691,Southpaw,0,0,0,22,0,0,42,101,43,102,20,71,11,18,11,12,41,100,1,1,0,0,0,42.15686275,41.58415842,28.16901408,61.11111111,91.66666667,41,100,0,100,51.61290323,50.52631579,0,0,0.237467018,3.324538259,7.994722955,3.403693931,8.073878628,1.583113456,5.62005277,0.870712401,1.424802111,0.870712401,0.949868074,3.245382586,7.915567282,3.245382586,0.079155673,0,0,2017,No,Men
11/18/2017,1,Alexander Volkanovski,Shane Young,Catch Weight,Orthodox,Orthodox,U-DEC,900,3,5:00,0,0,0,502,5,14,68,114,79,128,36,78,11,13,21,23,40,71,14,25,14,18,35.71428571,59.64912281,61.71875,46.15384615,84.61538462,91.30434783,56.33802817,56,77.77777778,0,77.77777778,75.90361446,0,0.333333333,0.933333333,4.533333333,7.6,5.266666667,8.533333333,2.4,5.2,0.733333333,0.866666667,1.4,1.533333333,2.666666667,4.733333333,0.933333333,1.666666667,0.933333333,1.2,Orthodox,0,0,0,16,1,1,18,81,20,83,11,67,5,10,2,4,15,75,3,6,0,0,100,24.09638554,22.22222222,16.41791045,50,50,20,50,0,64.28571429,40.35087719,38.28125,0,0.066666667,0.066666667,1.2,5.4,1.333333333,5.533333333,0.733333333,4.466666667,0.333333333,0.666666667,0.133333333,0.266666667,1,5,1,0.4,0,0,2017,No,Men
11/18/2017,1,Elias Theodorou,Daniel Kelly,Middleweight,Orthodox,Southpaw,U-DEC,900,3,5:00,0,0,1,54,0,0,118,250,128,261,49,144,33,54,36,52,105,235,13,15,0,0,0,47.2,49.04214559,34.02777778,61.11111111,69.23076923,44.68085106,86.66666667,0,71.42857143,65,59.39849624,0,0,0,7.866666667,16.66666667,8.533333333,17.4,3.266666667,9.6,2.2,3.6,2.4,3.466666667,7,15.66666667,0.866666667,1,0,0,Southpaw,0,1,0,58,2,2,42,120,54,133,37,112,4,7,1,1,25,89,17,31,0,0,28.57142857,40.60150376,35,33.03571429,57.14285714,100,28.08988764,54.83870968,0,100,52.8,50.95785441,0.066666667,0.133333333,0.466666667,2.8,8,3.6,8.866666667,2.466666667,7.466666667,0.266666667,0.466666667,0.066666667,0.066666667,1.666666667,5.933333333,1.666666667,2.066666667,0,0,2017,No,Men
11/18/2017,1,Jake Matthews,Bojan Velickovic,Welterweight,Orthodox,Southpaw,S-DEC,900,3,5:00,0,0,1,427,4,11,20,34,50,69,18,31,1,2,1,1,11,25,1,1,8,8,36.36363636,58.82352941,72.46376812,58.06451613,50,100,44,100,100,0,50,30.67484663,0,0.266666667,0.733333333,1.333333333,2.266666667,3.333333333,4.6,1.2,2.066666667,0.066666667,0.133333333,0.066666667,0.066666667,0.733333333,1.666666667,0.066666667,0.066666667,0.533333333,0.533333333,Southpaw,0,1,2,278,1,1,24,48,113,163,20,41,2,4,2,3,9,28,9,13,6,7,100,69.32515337,50,48.7804878,50,66.66666667,32.14285714,69.23076923,85.71428571,63.63636364,41.17647059,27.53623188,0.066666667,0.066666667,0.066666667,1.6,3.2,7.533333333,10.86666667,1.333333333,2.733333333,0.133333333,0.266666667,0.133333333,0.2,0.6,1.866666667,0.6,0.866666667,0.4,0.466666667,2017,No,Men
11/18/2017,1,Belal Muhammad,Tim Means,Welterweight,Orthodox,Orthodox,S-DEC,900,3,5:00,0,0,0,21,1,5,88,221,90,224,72,199,10,16,6,6,88,221,0,0,0,0,20,39.81900452,40.17857143,36.18090452,62.5,100,39.81900452,0,0,100,61.11111111,60.59322034,0,0.066666667,0.333333333,5.866666667,14.73333333,6,14.93333333,4.8,13.26666667,0.666666667,1.066666667,0.4,0.4,5.866666667,14.73333333,0,0,0,0,Orthodox,0,0,0,0,0,0,91,234,93,236,49,178,29,42,13,14,90,232,1,2,0,0,0,39.40677966,38.88888889,27.52808989,69.04761905,92.85714286,38.79310345,50,0,80,60.18099548,59.82142857,0,0,0.066666667,6.066666667,15.6,6.2,15.73333333,3.266666667,11.86666667,1.933333333,2.8,0.866666667,0.933333333,6,15.46666667,6,0.133333333,0,0,2017,No,Men
11/18/2017,1,Jessica-Rose Clark,Bec Rawlings,Women's Flyweight,Orthodox,Orthodox,S-DEC,900,3,5:00,0,1,1,319,2,3,101,174,108,181,61,126,16,22,24,26,86,158,8,9,7,7,66.66666667,58.04597701,59.66850829,48.41269841,72.72727273,92.30769231,54.43037975,88.88888889,100,33.33333333,55.17241379,50,0.066666667,0.133333333,0.2,6.733333333,11.6,7.2,12.06666667,4.066666667,8.4,1.066666667,1.466666667,1.6,1.733333333,5.733333333,10.53333333,0.533333333,0.6,0.466666667,0.466666667,Orthodox,0,1,0,142,2,2,65,145,81,162,58,130,7,14,0,1,59,139,3,3,3,3,66.66666667,50,44.82758621,44.61538462,50,0,42.44604317,100,100,33.33333333,41.95402299,40.33149171,0.066666667,0.133333333,0.2,4.333333333,9.666666667,5.4,10.8,3.866666667,8.666666667,0.466666667,0.933333333,0,0.066666667,3.933333333,9.266666667,3.933333333,0.2,0.2,0.2,2017,No,Women
11/18/2017,1,Fabricio Werdum,Marcin Tybura,Heavyweight,Orthodox,Orthodox,U-DEC,1500,5,5:00,0,0,0,241,1,7,155,265,179,290,104,209,32,35,19,21,137,239,15,23,3,3,14.28571429,58.49056604,61.72413793,49.76076555,91.42857143,90.47619048,57.32217573,65.2173913,100,0,50.58365759,49.07063197,0,0.04,0.28,6.2,10.6,7.16,11.6,4.16,8.36,1.28,1.4,0.76,0.84,5.48,9.56,0.6,0.92,0.12,0.12,Orthodox,0,0,0,24,1,1,127,257,137,269,83,202,13,20,31,35,118,242,8,14,1,1,100,50.92936803,49.41634241,41.08910891,65,88.57142857,48.76033058,57.14285714,100,85.71428571,41.50943396,38.27586207,0,0.04,0.04,5.08,10.28,5.48,10.76,3.32,8.08,0.52,0.8,1.24,1.4,4.72,9.68,4.72,0.56,0.04,0.04,2017,No,Men
11/25/2017,1,Cyril Asker,Hu Yaozong,Heavyweight,Orthodox,Orthodox,SUB,453,2,2:33,0,1,0,370,4,4,20,35,91,119,19,33,1,2,0,0,3,17,1,2,16,16,100,57.14285714,76.47058824,57.57575758,50,0,17.64705882,50,100,100,55.55555556,50,0.132450331,0.529801325,0.529801325,2.649006623,4.635761589,12.05298013,15.7615894,2.516556291,4.370860927,0.132450331,0.264900662,0,0,0.397350993,2.251655629,0.132450331,0.264900662,2.119205298,2.119205298,Orthodox,0,1,0,14,0,0,8,18,11,22,6,15,0,0,2,3,5,14,1,2,2,2,0,50,44.44444444,40,0,66.66666667,35.71428571,50,100,0,42.85714286,23.52941176,0.132450331,0,0,1.059602649,2.38410596,1.456953642,2.913907285,0.794701987,1.986754967,0,0,0.264900662,0.397350993,0.662251656,1.854304636,0.662251656,0.264900662,0.264900662,0.264900662,2017,No,Men
11/25/2017,1,Rolando Dy,Wulijiburen,Featherweight,Orthodox,Orthodox,U-DEC,900,3,5:00,1,0,1,119,0,1,26,99,35,109,11,71,10,19,5,9,16,86,5,6,5,7,0,26.26262626,32.11009174,15.49295775,52.63157895,55.55555556,18.60465116,83.33333333,71.42857143,63.63636364,71.66666667,54.32098765,0,0,0.066666667,1.733333333,6.6,2.333333333,7.266666667,0.733333333,4.733333333,0.666666667,1.266666667,0.333333333,0.6,1.066666667,5.733333333,0.333333333,0.4,0.333333333,0.466666667,Orthodox,0,0,0,203,4,4,17,60,37,81,11,51,3,6,3,3,14,56,3,4,0,0,36.36363636,45.67901235,28.33333333,21.56862745,50,100,25,75,0,100,73.73737374,67.88990826,0,0.266666667,0.733333333,1.133333333,4,2.466666667,5.4,0.733333333,3.4,0.2,0.4,0.2,0.2,0.933333333,3.733333333,0.933333333,0.266666667,0,0,2017,No,Men
11/25/2017,1,Gina Mazany,Wu Yanan,Women's Bantamweight,Southpaw,Orthodox,U-DEC,900,3,5:00,0,0,0,492,5,7,38,65,202,255,23,46,11,14,4,5,13,33,17,23,8,9,71.42857143,58.46153846,79.21568627,50,78.57142857,80,39.39393939,73.91304348,88.88888889,50,56.8627451,43.05555556,0,0.333333333,0.466666667,2.533333333,4.333333333,13.46666667,17,1.533333333,3.066666667,0.733333333,0.933333333,0.266666667,0.333333333,0.866666667,2.2,1.133333333,1.533333333,0.533333333,0.6,Orthodox,0,0,0,238,1,1,22,51,41,72,7,30,12,15,3,6,9,34,12,16,1,1,50,56.94444444,43.1372549,23.33333333,80,50,26.47058824,75,100,28.57142857,41.53846154,20.78431373,0,0.066666667,0.133333333,1.466666667,3.4,2.733333333,4.8,0.466666667,2,0.8,1,0.2,0.4,0.6,2.266666667,0.6,1.066666667,0.066666667,0.066666667,2017,No,Women
11/25/2017,1,Shamil Abdurakhimov,Chase Sherman,Heavyweight,Orthodox,Orthodox,KO/TKO,84,1,1:24,1,0,0,1,0,0,6,10,6,10,5,8,1,2,0,0,6,10,0,0,0,0,0,60,60,62.5,50,0,60,0,0,100,61.53846154,61.53846154,0,0,0,4.285714286,7.142857143,4.285714286,7.142857143,3.571428571,5.714285714,0.714285714,1.428571429,0,0,4.285714286,7.142857143,0,0,0,0,Orthodox,0,0,0,0,0,0,5,13,5,13,4,12,0,0,1,1,5,13,0,0,0,0,0,38.46153846,38.46153846,33.33333333,0,100,38.46153846,0,0,100,40,40,0,0,0,3.571428571,9.285714286,3.571428571,9.285714286,2.857142857,8.571428571,0,0,0.714285714,0.714285714,3.571428571,9.285714286,3.571428571,0,0,0,2017,No,Men
11/25/2017,1,Song Yadong,Bharat Kandare,Featherweight,Orthodox,Orthodox,SUB,256,1,4:16,1,1,0,8,0,0,8,29,9,30,6,23,1,3,1,3,7,27,0,0,1,2,0,27.5862069,30,26.08695652,33.33333333,33.33333333,25.92592593,0,50,100,90,90,0.234375,0,0,1.875,6.796875,2.109375,7.03125,1.40625,5.390625,0.234375,0.703125,0.234375,0.703125,1.640625,6.328125,0,0,0.234375,0.46875,Orthodox,0,0,0,0,0,0,3,30,3,30,1,22,0,0,2,8,3,30,0,0,0,0,0,10,10,4.545454545,0,25,10,0,0,100,72.4137931,70,0,0,0.234375,0.703125,7.03125,0.703125,7.03125,0.234375,5.15625,0,0,0.46875,1.875,0.703125,7.03125,0.703125,0,0,0,2017,No,Men
11/25/2017,1,Yan Xiaonan,Kailin Curran,Women's Strawweight,Orthodox,Orthodox,U-DEC,900,3,5:00,0,0,0,3,0,0,96,211,106,222,80,191,5,7,11,13,76,183,18,24,2,4,0,45.49763033,47.74774775,41.88481675,71.42857143,84.61538462,41.53005464,75,50,66.66666667,61.19402985,40.34334764,0,0,0,6.4,14.06666667,7.066666667,14.8,5.333333333,12.73333333,0.333333333,0.466666667,0.733333333,0.866666667,5.066666667,12.2,1.2,1.6,0.133333333,0.266666667,Orthodox,0,0,0,463,2,2,52,134,139,233,33,110,12,16,7,8,34,106,13,17,5,11,33.33333333,59.65665236,38.80597015,30,75,87.5,32.0754717,76.47058824,45.45454545,100,54.50236967,52.25225225,0,0.133333333,0.4,3.466666667,8.933333333,9.266666667,15.53333333,2.2,7.333333333,0.8,1.066666667,0.466666667,0.533333333,2.266666667,7.066666667,2.266666667,1.133333333,0.333333333,0.733333333,2017,No,Women
11/25/2017,1,Song Kenan,Bobby Nash,Welterweight,Orthodox,Orthodox,KO/TKO,15,1,0:15,1,0,0,6,0,0,14,14,15,15,13,13,1,1,0,0,2,2,0,0,12,12,0,100,100,100,100,0,100,0,100,100,66.66666667,66.66666667,0,0,0,56,56,60,60,52,52,4,4,0,0,8,8,0,0,48,48,Orthodox,0,0,0,0,0,0,1,3,1,3,0,2,1,1,0,0,1,3,0,0,0,0,0,33.33333333,33.33333333,0,100,0,33.33333333,0,0,100,0,0,0,0,0,4,12,4,12,0,8,4,4,0,0,4,12,4,0,0,0,2017,No,Men
11/25/2017,1,Zabit Magomedsharipov,Sheymon Moraes,Featherweight,Orthodox,Orthodox,SUB,870,3,4:30,0,1,1,592,11,15,34,70,60,101,28,57,1,6,5,7,14,37,0,0,20,33,73.33333333,48.57142857,59.40594059,49.12280702,16.66666667,71.42857143,37.83783784,0,60.60606061,100,41.93548387,39.47368421,0.068965517,0.75862069,1.034482759,2.344827586,4.827586207,4.137931034,6.965517241,1.931034483,3.931034483,0.068965517,0.413793103,0.344827586,0.482758621,0.965517241,2.551724138,0,0,1.379310345,2.275862069,Orthodox,0,0,0,8,0,0,18,31,23,38,7,17,7,9,4,5,17,30,0,0,1,1,0,60.52631579,58.06451613,41.17647059,77.77777778,80,56.66666667,0,100,26.66666667,51.42857143,40.59405941,0,0,0,1.24137931,2.137931034,1.586206897,2.620689655,0.482758621,1.172413793,0.482758621,0.620689655,0.275862069,0.344827586,1.172413793,2.068965517,1.172413793,0,0.068965517,0.068965517,2017,No,Men
11/25/2017,1,Alex Garcia,Muslim Salikhov,Welterweight,Orthodox,Orthodox,SUB,502,2,3:22,0,1,0,188,3,7,6,24,21,39,6,24,0,0,0,0,4,20,0,1,2,3,42.85714286,25,53.84615385,25,0,0,20,0,66.66666667,100,62.96296296,62.96296296,0.119521912,0.358565737,0.836653386,0.717131474,2.868525896,2.509960159,4.661354582,0.717131474,2.868525896,0,0,0,0,0.478087649,2.390438247,0,0.119521912,0.239043825,0.358565737,Orthodox,0,0,0,0,0,0,10,27,10,27,4,16,3,8,3,3,10,27,0,0,0,0,0,37.03703704,37.03703704,25,37.5,100,37.03703704,0,0,57.14285714,75,46.15384615,0,0,0,1.195219124,3.227091633,1.195219124,3.227091633,0.478087649,1.912350598,0.358565737,0.956175299,0.358565737,0.358565737,1.195219124,3.227091633,1.195219124,0,0,0,2017,No,Men
11/25/2017,1,Wang Guan,Alex Caceres,Featherweight,Orthodox,Southpaw,S-DEC,900,3,5:00,1,0,0,24,0,3,71,164,75,169,30,106,11,20,30,38,61,149,2,3,8,12,0,43.29268293,44.37869822,28.30188679,55,78.94736842,40.93959732,66.66666667,66.66666667,100,60.16260163,60.48387097,0,0,0.2,4.733333333,10.93333333,5,11.26666667,2,7.066666667,0.733333333,1.333333333,2,2.533333333,4.066666667,9.933333333,0.133333333,0.2,0.533333333,0.8,Southpaw,0,0,0,22,0,0,49,123,49,124,22,91,21,24,6,8,43,115,6,8,0,0,0,39.51612903,39.83739837,24.17582418,87.5,75,37.39130435,75,0,100,56.70731707,55.62130178,0,0,0,3.266666667,8.2,3.266666667,8.266666667,1.466666667,6.066666667,1.4,1.6,0.4,0.533333333,2.866666667,7.666666667,2.866666667,0.533333333,0,0,2017,No,Men
11/25/2017,1,Li Jingliang,Zak Ottow,Welterweight,Orthodox,Orthodox,KO/TKO,177,1,2:57,1,0,0,13,0,0,26,50,27,51,15,38,1,1,10,11,17,37,0,0,9,13,0,52,52.94117647,39.47368421,100,90.90909091,45.94594595,0,69.23076923,100,70.58823529,70.58823529,0,0,0,8.813559322,16.94915254,9.152542373,17.28813559,5.084745763,12.88135593,0.338983051,0.338983051,3.389830508,3.728813559,5.762711864,12.54237288,0,0,3.050847458,4.406779661,Orthodox,0,0,0,0,0,0,5,17,5,17,2,12,0,2,3,3,5,17,0,0,0,0,0,29.41176471,29.41176471,16.66666667,0,100,29.41176471,0,0,100,48,47.05882353,0,0,0,1.694915254,5.762711864,1.694915254,5.762711864,0.677966102,4.06779661,0,0.677966102,1.016949153,1.016949153,1.694915254,5.762711864,1.694915254,0,0,0,2017,No,Men
11/25/2017,1,Kelvin Gastelum,Michael Bisping,Middleweight,Southpaw,Orthodox,KO/TKO,150,1,2:30,1,0,0,7,0,0,14,27,14,27,7,19,5,6,2,2,9,20,1,1,4,6,0,51.85185185,51.85185185,36.84210526,83.33333333,100,45,100,66.66666667,100,70.83333333,70.83333333,0,0,0,5.6,10.8,5.6,10.8,2.8,7.6,2,2.4,0.8,0.8,3.6,8,0.4,0.4,1.6,2.4,Orthodox,0,0,0,0,0,0,7,24,7,24,5,22,1,1,1,1,7,24,0,0,0,0,0,29.16666667,29.16666667,22.72727273,100,100,29.16666667,0,0,100,48.14814815,48.14814815,0,0,0,2.8,9.6,2.8,9.6,2,8.8,0.4,0.4,0.4,0.4,2.8,9.6,2.8,0,0,0,2017,No,Men
12/1/2017,1,Gillian Robertson,Emily Whitmire,Women's Flyweight,Orthodox,Orthodox,SUB,132,1,2:12,0,1,0,49,1,1,2,6,4,8,2,6,0,0,0,0,2,6,0,0,0,0,100,33.33333333,50,33.33333333,0,0,33.33333333,0,0,100,40,35,0.454545455,0.454545455,0.454545455,0.909090909,2.727272727,1.818181818,3.636363636,0.909090909,2.727272727,0,0,0,0,0.909090909,2.727272727,0,0,0,0,Orthodox,0,0,1,33,0,0,9,15,13,20,7,13,0,0,2,2,6,12,2,2,1,1,0,65,60,53.84615385,0,100,50,100,100,0,66.66666667,50,0,0,0,4.090909091,6.818181818,5.909090909,9.090909091,3.181818182,5.909090909,0,0,0.909090909,0.909090909,2.727272727,5.454545455,2.727272727,0.909090909,0.454545455,0.454545455,2017,No,Women
12/1/2017,1,Shana Dobson,Ariel Beck,Women's Flyweight,Orthodox,Southpaw,KO/TKO,473,2,2:53,1,0,0,0,0,0,34,95,36,97,19,70,9,16,6,9,31,92,3,3,0,0,0,35.78947368,37.11340206,27.14285714,56.25,66.66666667,33.69565217,100,0,100,65.68627451,65.68627451,0,0,0,4.312896406,12.05073996,4.566596195,12.30443975,2.410147992,8.8794926,1.141649049,2.029598309,0.761099366,1.141649049,3.932346723,11.67019027,0.380549683,0.380549683,0,0,Southpaw,0,0,0,9,0,0,35,102,35,102,8,52,16,37,11,13,34,100,1,2,0,0,0,34.31372549,34.31372549,15.38461538,43.24324324,84.61538462,34,50,0,100,64.21052632,62.88659794,0,0,0,4.4397463,12.93868922,4.4397463,12.93868922,1.014799154,6.596194503,2.029598309,4.693446089,1.395348837,1.649048626,4.312896406,12.68498943,4.312896406,0.253699789,0,0,2017,No,Women
12/1/2017,1,Rachael Ostovich,Karine Gevorgyan,Women's Flyweight,Orthodox,,SUB,100,1,1:40,0,1,0,36,1,1,3,13,5,15,1,10,0,0,2,3,3,13,0,0,0,0,100,23.07692308,33.33333333,10,0,66.66666667,23.07692308,0,0,100,80,80,0.6,0.6,0.6,1.8,7.8,3,9,0.6,6,0,0,1.2,1.8,1.8,7.8,0,0,0,0,,0,0,0,22,0,0,2,10,2,10,2,10,0,0,0,0,2,10,0,0,0,0,0,20,20,20,0,0,20,0,0,0,76.92307692,66.66666667,0,0,1.2,1.2,6,1.2,6,1.2,6,0,0,0,0,1.2,6,1.2,0,0,0,2017,No,Women
12/1/2017,1,Ryan Janes,Andrew Sanchez,Middleweight,Orthodox,Orthodox,KO/TKO,658,3,0:58,0,0,0,14,0,0,159,267,200,312,121,226,32,35,6,6,131,232,28,35,0,0,0,59.5505618,64.1025641,53.53982301,91.42857143,100,56.46551724,80,0,57.14285714,47.54098361,43.5,0,0,0,14.49848024,24.34650456,18.23708207,28.44984802,11.03343465,20.60790274,2.917933131,3.191489362,0.547112462,0.547112462,11.94528875,21.1550152,2.553191489,3.191489362,0,0,Orthodox,2,0,0,127,3,3,96,183,113,200,90,173,6,10,0,0,80,160,9,14,7,9,42.85714286,56.5,52.45901639,52.02312139,60,0,50,64.28571429,77.77777778,100,40.4494382,35.8974359,0,0.273556231,0.638297872,8.753799392,16.68693009,10.30395137,18.23708207,8.20668693,15.77507599,0.547112462,0.911854103,0,0,7.294832827,14.58966565,7.294832827,1.276595745,0.638297872,0.820668693,2017,No,Men
12/1/2017,1,Montana De La Rosa,Christina Marks,Women's Flyweight,Orthodox,Orthodox,SUB,120,1,2:00,0,1,0,25,0,0,6,17,8,19,3,13,2,3,1,1,3,10,3,7,0,0,0,35.29411765,42.10526316,23.07692308,66.66666667,100,30,42.85714286,0,0,41.17647059,29.16666667,0.5,0,0,3,8.5,4,9.5,1.5,6.5,1,1.5,0.5,0.5,1.5,5,1.5,3.5,0,0,Orthodox,0,0,0,41,1,1,10,17,17,24,6,13,2,2,2,2,7,12,3,4,0,1,100,70.83333333,58.82352941,46.15384615,100,100,58.33333333,75,0,100,64.70588235,57.89473684,0,0.5,0.5,5,8.5,8.5,12,3,6.5,1,1,1,1,3.5,6,3.5,2,0,0.5,2017,No,Women
12/1/2017,1,Brett Johns,Joe Soto,Bantamweight,Orthodox,Orthodox,SUB,30,1,0:30,0,1,0,0,0,0,1,9,1,9,1,9,0,0,0,0,1,9,0,0,0,0,0,11.11111111,11.11111111,11.11111111,0,0,11.11111111,0,0,100,100,100,2,0,0,2,18,2,18,2,18,0,0,0,0,2,18,0,0,0,0,Orthodox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,88.88888889,88.88888889,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,No,Men
12/1/2017,1,Gerald Meerschaert,Eric Spicely,Middleweight,Southpaw,Orthodox,KO/TKO,438,2,2:18,1,0,1,22,0,0,36,85,45,95,30,77,6,8,0,0,33,82,1,1,2,2,0,42.35294118,47.36842105,38.96103896,75,0,40.24390244,100,100,80,45.16129032,27.16049383,0,0,0,4.931506849,11.64383562,6.164383562,13.01369863,4.109589041,10.54794521,0.821917808,1.095890411,0,0,4.520547945,11.23287671,0.136986301,0.136986301,0.273972603,0.273972603,Orthodox,0,1,0,220,1,1,17,31,59,81,15,28,2,3,0,0,11,24,1,1,5,6,20,72.83950617,54.83870968,53.57142857,66.66666667,0,45.83333333,100,83.33333333,100,57.64705882,52.63157895,0.136986301,0.136986301,0.684931507,2.328767123,4.246575342,8.082191781,11.09589041,2.054794521,3.835616438,0.273972603,0.410958904,0,0,1.506849315,3.287671233,1.506849315,0.136986301,0.684931507,0.821917808,2017,No,Men
